id;geopoint;country;landslide;fatalities;injuries;trigger;admin;sourcename;date;population;near
4919;28.5714, 77.2135;India;Mudslide;1;3;Unknown;NCT;NDTV;2015-01-29T09:00:00+01:00;317797;New Delhi
4920;4.847, -74.7631;Colombia;Landslide;0;0;Rain;Tolima;Indiamuslims.info;2007-12-19T09:00:00+01:00;4892;Ambalema
4921;37.6178, -121.9451;United States;Landslide;0;0;Rain;California;;2012-11-30T09:00:00+01:00;69516;Union City
4922;27.044, 89.5744;Bhutan;Landslide;1;0;Downpour;Chhukha;;2009-08-18T09:00:00+02:00;2855;Tsimasham
4923;3.0949, 101.746;Malaysia;Complex;0;0;Downpour;Selangor;;2008-10-15T09:00:00+02:00;69302;Kampong Baharu Balakong
4924;10.9654, 76.5516;India;Debris_Flow;0;0;Flooding;Kerala;New Indian Express;2014-10-09T09:00:00+02:00;50921;Mann?rakk?t
4925;11.811, 125.1507;Philippines;Landslide;0;0;Downpour;Eastern Visayas;;2011-03-17T08:00:00+01:00;2030;Tutubigan
4926;30.4043, 79.3308;India;Landslide;0;0;Downpour;Uttarakhand;post.jagran.com;2013-07-18T09:00:00+02:00;2000;P??palkoti
4927;37.3931, -122.357;United States;Mudslide;0;0;Downpour;California;;2011-03-24T08:00:00+01:00;5287;Woodside
4928;43.0204, 0.0161000000001;France;Complex;0;0;Downpour;Midi-Pyr??n??es;rfi;2015-02-27T09:00:00+01:00;3516;Argel??s-Gazost
4929;-0.5605, 37.0488;Kenya;Landslide;0;0;Rain;Nyeri;reliefweb.int;2013-04-21T09:00:00+02:00;4468;Othaya
4930;3.1852, 101.7679;Malaysia;Landslide;0;0;Downpour;Kuala Lumpur;;2011-05-21T09:00:00+02:00;1453975;Kuala Lumpur
4931;27.6264, 83.3789;Nepal;Landslide;1;0;Rain;Western Region;;2011-07-01T09:00:00+02:00;91733;Butw?l
4932;27.8173, 83.4644;Nepal;Landslide;0;0;Downpour;Western Region;;2011-07-03T09:00:00+02:00;23693;T?nsen
4933;6.7646, 80.8682;Sri Lanka;Landslide;0;0;Downpour;Uva;;2011-01-11T09:00:00+01:00;4721;Haputale
4934;16.3748, 120.6101;Philippines;Complex;0;0;Tropical_Cyclone;Cordillera Administrative Region;Globalnewspaper.inquirer;2007-11-04T08:00:00+01:00;272714;Baguio
4935;-45.8237, 170.5972;New Zealand;Mudslide;0;0;Downpour;Otago;www.3news.co.nz;2013-06-20T09:00:00+02:00;1200;Portobello
4936;6.7916, 125.1489;Philippines;Landslide;0;0;Tropical_Cyclone;Davao;;2009-11-24T09:00:00+01:00;16592;Magsaysay
4937;40.6357, -80.0271;United States;Landslide;0;0;Downpour;Pennsylvania;;2011-03-15T08:00:00+01:00;1171;Bradford Woods
4938;52.6901, -3.8666;United Kingdom;Complex;0;0;Rain;Wales;;2011-04-03T09:00:00+02:00;0;Corris
4939;5.9122, 116.1465;Malaysia;Riverbank_Collapse;0;0;Continuous_rain;Sabah;Daily Express;2014-10-12T09:00:00+02:00;71585;Donggongon
4940;-6.6687, 106.5464;Indonesia;Landslide;8;0;Rain;West Java;Jakarta Globe;2014-04-02T09:00:00+02:00;0;Cipeundeuy
4941;50.3413, -122.7468;Canada;Complex;0;0;Downpour;British Columbia;;2010-09-28T09:00:00+02:00;2192;Pemberton
4942;-3.6551, 128.1663;Indonesia;Landslide;11;0;Downpour;Maluku;;2012-06-19T09:00:00+02:00;355596;Ambon
4943;28.935, 82.3125;Nepal;Landslide;0;0;Continuous_rain;Mid Western;www.thehimalayantimes.com;2013-08-17T09:00:00+02:00;9073;Jumla
4944;24.4236, 121.0135;Taiwan;Landslide;0;0;Tropical_Cyclone;Taiwan;www.brecorder.com;2013-07-13T09:00:00+02:00;0;Miaoli
4945;36.2423, -115.5421;United States;Debris_Flow;0;0;Downpour;Nevada;www.mynews3.com;2013-08-18T09:00:00+02:00;24085;Summerlin South
4946;-6.083, 145.1667;Papua New Guinea;Mudslide;0;0;Downpour;Chimbu;www.islandsbusiness.com;2013-11-03T08:00:00+01:00;9383;Kundiawa
4947;34.0844, -87.104;United States;Landslide;0;0;Downpour;Alabama;;2010-03-25T08:00:00+01:00;2264;Good Hope
4948;-20.9733, 148.9689;Australia;Landslide;0;0;Unknown;Queensland;;2012-03-19T08:00:00+01:00;2564;Walkerston
4949;26.0349, 101.4586;China;Landslide;0;0;Downpour;Yunnan;;2011-06-16T09:00:00+02:00;0;Yongding
4950;30.6358, 77.5435;India;Landslide;0;0;Downpour;Himachal Pradesh;;2010-07-17T09:00:00+02:00;21787;P?onta S?hib
4951;15.6433, -88.9667;Guatemala;Mudslide;2;0;Rain;Izabal;;2008-12-14T09:00:00+01:00;18994;Morales
4952;56.5561, -132.7269;United States;Mudslide;0;0;Downpour;Alaska;;2009-09-20T09:00:00+02:00;2369;Wrangell
4953;18.1563, -92.979;Mexico;Landslide;0;0;Continuous_rain;Tabasco;www.aljazeera.com;2013-12-16T09:00:00+01:00;1732;Olcuatit??n
4954;3.1073, 101.664;Malaysia;Landslide;0;0;Downpour;Kuala Lumpur;Star Online;2014-10-23T09:00:00+02:00;1453975;Kuala Lumpur
4955;9.0329, -79.538;Panama;Mudslide;0;0;Unknown;Panam??;PanamaAmerica;2014-06-17T09:00:00+02:00;321501;San Miguelito
4956;41.5702, 24.7372;Bulgaria;Landslide;0;0;Continuous_rain;Plovdiv;Focus Information Agency;2014-09-15T09:00:00+02:00;32069;Smolyan
4957;47.5955, -121.9831;United States;Landslide;0;0;Downpour;Washington;;2011-11-23T09:00:00+01:00;1486;Ames Lake
4958;-39.0336, 177.4174;New Zealand;Landslide;0;0;Downpour;Hawke's Bay;;2011-04-26T09:00:00+02:00;4260;Wairoa
4959;34.6998, -82.8804;United States;Rockfall;0;0;Rain;South Carolina;;2010-02-04T09:00:00+01:00;13905;Clemson
4960;23.4946, 111.2768;China;Landslide;3;0;Rain;Guangxi Zhuangzu Zizhiqu;www.panarmenian.net;2013-08-18T09:00:00+02:00;265846;Wuzhou
4961;27.0674, 89.5615;Bhutan;Landslide;0;0;Downpour;Chhukha;;2010-07-22T09:00:00+02:00;2855;Tsimasham
4962;28.4115, 84.7943;Nepal;Landslide;0;0;Earthquake;Western Region;;2011-09-30T09:00:00+02:00;0;Khudi
4963;27.863, 84.914;Nepal;Complex;6;0;Downpour;Central Region;Red Cross - Field reports;2007-08-10T09:00:00+02:00;44632;Kirtipur
4964;28.8687, 82.1707;Nepal;Landslide;3;0;Downpour;Mid Western;;2011-08-22T09:00:00+02:00;9073;Jumla
4965;-17.7558, 178.4944;Fiji;Landslide;0;0;Downpour;Central;Fiji Times;2014-12-06T09:00:00+01:00;77366;Suva
4966;25.6167, 96.3167;Myanmar (Burma);Landslide;0;0;Downpour;Kachin;;2010-07-15T09:00:00+02:00;90894;Myitkyina
4967;25.1604, 93.6795;India;Landslide;0;0;Unknown;Manipur;;2012-03-04T09:00:00+01:00;223523;Imphal
4968;25.8833, 91.2;India;Landslide;0;0;Downpour;Megh?laya;;2010-06-09T09:00:00+02:00;25758;Nongstoin
4969;0.1115, 113.9171;Indonesia;Landslide;0;0;Rain;North Kalimantan;;2008-04-01T09:00:00+02:00;0;Longnawang
4970;29.5193, 80.4687;Nepal;Landslide;5;0;Rain;Far Western;www.thehimalayantimes.com;2013-06-17T09:00:00+02:00;47571;Pithor?garh
4971;57.0624, -6.5345;United Kingdom;Landslide;0;0;Other;Scotland;www.interaksyon.com;2013-10-15T09:00:00+02:00;9232;Isle of Skye
4972;23.4367, 120.7211;Taiwan;Mudslide;0;0;Tropical_Cyclone;Taiwan;;2010-09-19T09:00:00+02:00;0;Jiayi Shi
4973;31.8833, 78.6167;India;Landslide;0;0;Downpour;Himachal Pradesh;;2009-09-10T09:00:00+02:00;0;Diyag
4974;47.2426, -115.8608;United States;Landslide;0;0;Rain;Idaho;;2011-01-17T09:00:00+01:00;784;Wallace
4975;25.0604, 93.9877;India;Landslide;0;0;Rain;Manipur;kanglaonline.com;2007-09-08T09:00:00+02:00;223523;Imphal
4976;50.8676, -121.7343;Canada;Mudslide;0;0;Downpour;British Columbia;Castanet;2014-08-19T09:00:00+02:00;2324;Lillooet
4977;9.0891, 99.8589;Thailand;Complex;0;0;Downpour;Surat Thani;;2010-11-04T08:00:00+01:00;12422;Don Sak
4978;-0.6549, -78.874;Ecuador;Mudslide;2;0;Downpour;Cotopaxi;;2011-02-14T09:00:00+01:00;3778;Saquisil??
4979;9.5207, 77.0198;India;Landslide;0;0;Downpour;Tamil Nadu;;2011-06-02T09:00:00+02:00;47419;Gudalur
4980;10.3166, 123.8452;Philippines;Landslide;0;0;Downpour;Western Visayas;;2010-12-10T09:00:00+01:00;9652;Jaclupan
4981;-8.5083, 115.5641;Indonesia;Other;2;2;Downpour;Bali;Bali Times;2015-02-07T09:00:00+01:00;0;Banjar Pegeringsingan
4982;39.8329, 20.7704;Greece;Landslide;0;0;Downpour;Epirus;;2010-11-28T09:00:00+01:00;208;Aspr??ngeloi
4983;47.9664, -122.2434;United States;Mudslide;0;0;Downpour;Washington;;2011-03-10T09:00:00+01:00;103019;Everett
4984;9.9602, 98.6657;Thailand;Mudslide;0;0;Monsoon;Ranong;Bangkok Post;2014-10-05T09:00:00+02:00;24561;Ranong
4985;26.1619, 91.7697;India;Landslide;3;0;Rain;Assam;Assam Times;2014-06-27T09:00:00+02:00;899094;Guwahati
4986;8.5061, 98.6715;Thailand;Landslide;0;0;Downpour;Phangnga;;2011-03-30T09:00:00+02:00;0;Thap Put
4987;-22.9259, -43.184;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;6023699;Rio de Janeiro
4988;-22.8547, -43.0848;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;456456;Niter??i
4989;10.3333, 123.0333;Philippines;Lahar;0;0;Rain;Western Visayas;Visayan Daily Star;2007-10-14T09:00:00+02:00;24407;La Castellana
4990;-22.8287, -45.2007;Brazil;Landslide;3;0;Rain;S??o Paulo;People's Daily Online;2007-10-28T08:00:00+01:00;105880;Guaratinguet??
4991;33.7975, -85.762;United States;Landslide;0;0;Downpour;Alabama;;2011-03-15T08:00:00+01:00;12548;Jacksonville
4992;21.4782, -158.05;United States;Mudslide;0;0;Rain;Hawaii;;2011-01-13T09:00:00+01:00;1634;Wheeler Air Force Base
4993;61.5666, 6.45;Norway;Complex;0;0;Snowfall_snowmelt;Sogn og Fjordane;;2011-01-17T09:00:00+01:00;0;Skei
4994;10.3318, 123.8866;Philippines;Landslide;0;0;Downpour;Central Visayas;;2011-10-13T09:00:00+02:00;798634;Cebu City
4995;41.7385, -111.8132;United States;Landslide;3;0;Flooding;Utah;Salt Lake Tribune;2009-06-11T09:00:00+02:00;48174;Logan
4996;44.0344, -91.6396;United States;Mudslide;0;0;Rain;Minnesota;;2008-04-25T09:00:00+02:00;27592;Winona
4997;25.1718, 93.123;India;Landslide;0;0;Downpour;Assam;;2009-08-27T09:00:00+02:00;7176;Mahur
4998;22.75, 104.6667;Vietnam;Landslide;3;0;Downpour;H?? Giang;;2008-08-27T09:00:00+02:00;0;Th?? Tr???n Vinh Quang
4999;-41.2941, 174.7855;New Zealand;Mudslide;0;0;Rain;Wellington;The Dominion Post;2014-04-16T09:00:00+02:00;381900;Wellington
5000;-35.7229, 174.3227;New Zealand;Debris_Flow;0;0;Downpour;Northland;;2009-09-28T09:00:00+02:00;50900;Whangarei
5001;50.6314, -3.6395;United Kingdom;Complex;0;0;Rain;England;;2010-02-18T09:00:00+01:00;3634;Chudleigh
5002;43.1372, -79.0415;United States;Rockfall;0;0;Downpour;New York;;2011-03-09T09:00:00+01:00;2701;Lewiston
5003;34.1972, -118.9815;United States;Debris_Flow;0;0;Downpour;California;CNN;2014-10-31T08:00:00+01:00;65201;Camarillo
5004;28.2912, 83.9422;Nepal;Landslide;1;0;Continuous_rain;Western Region;The Himalayan Times;2014-06-30T09:00:00+02:00;200000;Pokhara
5005;16.8333, 121.1167;Philippines;Landslide;0;0;Rain;Cordillera Administrative Region;gmanews.tv;2007-09-29T09:00:00+02:00;6819;Lagawe
5006;21.2228, 104.0836;Vietnam;Landslide;0;0;Rain;S??n La;english.vietnamnet.vn;2013-09-05T09:00:00+02:00;0;Th?? Tr???n H??t L??t
5007;29.5177, 106.5361;China;Landslide;6;0;Unknown;Chongqing Shi;;2012-04-14T09:00:00+02:00;0;Yangjiaping
5008;38.8416, -104.8618;United States;Mudslide;0;0;Rain;Colorado;Daily Journal;2014-07-12T09:00:00+02:00;416427;Colorado Springs
5009;33.4005, 104.9219;China;Landslide;10;21;Unknown;Gansu Sheng;www.upi.com;2013-12-03T09:00:00+01:00;0;Dongjiang
5010;16.9332, 120.4786;Philippines;Landslide;1;0;Downpour;Ilocos;;2012-02-17T09:00:00+01:00;0;Sudipen
5011;27.1746, 103.5564;China;Mudslide;11;0;Continuous_rain;Yunnan;Zee News;2014-07-06T09:00:00+02:00;0;Wenping
5012;33.4383, -112.0399;United States;Mudslide;0;0;Downpour;Arizona;;2012-08-23T09:00:00+02:00;1445632;Phoenix
5013;47.6828, -122.0794;United States;Landslide;0;0;Downpour;Washington;;2010-12-12T09:00:00+01:00;54144;Redmond
5014;34.0614, 74.8162;India;Landslide;0;0;Rain;Kashmir;The Indian Express;2008-02-03T09:00:00+01:00;975857;Srinagar
5015;-7.509, 107.6982;Indonesia;Landslide;3;0;Downpour;West Java;;2011-05-06T09:00:00+02:00;0;Cibitung
5016;39.625, -106.4879;United States;Mudslide;0;0;Rain;Colorado;;2008-04-13T09:00:00+02:00;6447;Avon
5017;40.5813, -79.8024;United States;Landslide;0;0;Downpour;Pennsylvania;;2011-05-23T09:00:00+02:00;5157;Arnold
5018;33.5791, 73.0868;Pakistan;Landslide;0;0;Downpour;Punjab;dawn.com;2013-06-30T09:00:00+02:00;1743101;R?walpindi
5019;51.3503, -2.3482;United Kingdom;Other;0;0;Unknown;England;BBC News;2014-01-31T09:00:00+01:00;93238;Bath
5020;32.7862, -116.8526;United States;Mudslide;0;0;Rain;California;Mashable;2014-12-03T09:00:00+01:00;2593;Crest
5021;14.5932, -90.4979;Guatemala;Landslide;3;0;Rain;Guatemala;Reliefweb;2014-09-23T09:00:00+02:00;67994;Santa Catarina Pinula
5022;10.4447, -66.8545;Venezuela;Landslide;0;0;Downpour;Miranda;;2010-11-27T09:00:00+01:00;244216;Baruta
5023;20.5667, 105.9;Vietnam;Landslide;3;0;Rain;H?? Nam;;2008-01-04T09:00:00+01:00;31801;Th??nh Ph?? Ph??? L??
5024;14.664, -90.5164;Guatemala;Landslide;0;0;Rain;Guatemala;Emisoras Unidas;2014-12-20T09:00:00+01:00;994938;Guatemala City
5025;37.1813, -121.9935;United States;Mudslide;0;0;Downpour;California;;2010-01-20T09:00:00+01:00;2421;Lexington Hills
5026;16.4193, 120.62;Philippines;Landslide;0;0;Downpour;Cordillera Administrative Region;;2011-06-24T09:00:00+02:00;7491;Tuding
5027;4.4927, 101.3842;Malaysia;Landslide;0;0;Rain;Pahang;www.thestar.com.my;2013-11-10T09:00:00+01:00;7000;Tanah Rata
5028;47.7346, -122.2851;United States;Mudslide;0;0;Rain;Washington;;2010-01-14T09:00:00+01:00;12598;Lake Forest Park
5029;16.7449, 120.8252;Philippines;Landslide;2;0;Tropical_Cyclone;Cordillera Administrative Region;;2009-10-08T09:00:00+02:00;6192;Buguias
5030;38.566, -90.6454;United States;Mudslide;0;0;Downpour;Missouri;;2011-03-08T09:00:00+01:00;35517;Wildwood
5031;15.0376, 108.4489;Vietnam;Landslide;0;0;Downpour;Qu???ng Ng??i;;2010-11-11T09:00:00+01:00;0;S??n H??
5032;16.8694, 121.1024;Philippines;Landslide;4;0;Downpour;Cordillera Administrative Region;;2011-09-27T09:00:00+02:00;2497;Banaue
5033;38.5056, -123.0706;United States;Landslide;0;0;Downpour;California;;2011-03-15T08:00:00+01:00;4534;Guerneville
5034;19.678, 73.5036;India;Landslide;0;0;Construction;Maharashtra;Times of India;2014-07-30T09:00:00+02:00;35461;Igatpuri
5035;-22.9035, -43.0448;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;456456;Niter??i
5036;36.2744, 74.7249;Pakistan;Landslide;0;0;Rain;Gilgit-Baltistan;;2010-09-15T09:00:00+02:00;2005;Barish?l
5037;32.7708, -117.0873;United States;Mudslide;0;0;Downpour;California;;2010-12-28T09:00:00+01:00;57065;La Mesa
5038;10.735, -61.4925;Trinidad and Tobago;Mudslide;0;0;Downpour;Diego Martin;;2008-12-18T09:00:00+01:00;8140;Petit Valley
5039;-22.9553, -43.2014;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;6023699;Rio de Janeiro
5040;5.8452, 118.0657;Malaysia;Landslide;1;0;Downpour;Sabah;;2011-01-29T09:00:00+01:00;392288;Sandakan
5041;41.8907, 44.7519;Georgia;Mudslide;1;0;Rain;Mtskheta-Mtianeti;;2010-04-25T09:00:00+02:00;7423;Mts?khet?a
5042;-22.9337, -43.1172;Brazil;Mudslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;456456;Niter??i
5043;-22.8781, -43.0455;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;0;S??o Gon??alo
5044;10.4267, -67.0342;Venezuela;Landslide;0;0;Downpour;Distrito Federal;;2010-11-27T09:00:00+01:00;0;Caricuao
5045;5.8597, 95.3576;Indonesia;Landslide;0;0;Downpour;Aceh;Jakarta Post;2014-12-27T09:00:00+01:00;24519;Sabang
5046;-45.8727, 170.5863;New Zealand;Landslide;0;0;Downpour;Otago;www.radionz.co.nz;2013-06-17T09:00:00+02:00;1200;Portobello
5047;-34.0496, 18.3629;South Africa;Mudslide;0;0;Rain;Western Cape;www.iol.co.za;2013-11-16T09:00:00+01:00;6922;Constantia
5048;40.4431, -111.7061;United States;Debris_Flow;0;0;Downpour;Utah;www.sltrib.com;2013-09-07T09:00:00+02:00;15523;Highland
5049;50.239, -57.5866;Canada;Landslide;0;0;Rain;Newfoundland and Labrador;CBC news;2007-04-16T09:00:00+02:00;4163;Deer Lake
5050;25.6157, 96.3167;Myanmar;Landslide;70;100;Rain;Kachin;Democracy for Burma;2014-07-04T09:00:00+02:00;90894;Myitkyina
5051;-1.601, 123.5476;Indonesia;Landslide;3;0;Downpour;Maluku Utara;;2012-07-07T09:00:00+02:00;0;Bobong
5052;26.9226, 107.3407;China;Landslide;22;22;Rain;Guizhou Sheng;Shanghaiist;2014-08-27T09:00:00+02:00;1171633;Guiyang
5053;2.8961, 112.0786;Malaysia;Landslide;0;0;Downpour;Sarawak;www.thesundaily.my;2013-12-30T09:00:00+01:00;198239;Sibu
5054;35.8975, 75.52;Pakistan;Landslide;7;0;Downpour;Gilgit-Baltistan;;2008-08-05T09:00:00+02:00;2100;Sk?rdu
5055;1.0571, 110.6565;Malaysia;Landslide;0;0;Unknown;Sarawak;;2011-12-28T09:00:00+01:00;570407;Kuching
5056;44.4659, -109.8662;United States;Landslide;0;0;Rain;Wyoming;Billings Gazette;2007-08-18T09:00:00+02:00;9520;Cody
5057;28.272, 83.7405;Nepal;Landslide;0;0;Downpour;Mid Western;Himalayan Times;2011-08-19T09:00:00+02:00;9073;Jumla
5058;-17.6231, 178.2678;Fiji;Landslide;0;0;unknown;Central;The Fiji Times online;2014-02-28T09:00:00+01:00;77366;Suva
5059;27.6291, 87.9436;Nepal;Landslide;1;0;Unknown;Eastern Region;;2010-10-08T09:00:00+02:00;1464;Mangan
5060;-17.5608, 178.2168;Fiji;Landslide;0;0;Downpour;Western;;2010-04-08T09:00:00+02:00;14596;Ba
5061;29.176, 97.7991;China;Complex;0;0;Continuous_rain;Tibet Autonomous Region;;2010-04-23T09:00:00+02:00;0;Wangda
5062;-0.4635, -77.8928;Ecuador;Landslide;7;0;Rain;Napo;;2008-02-28T09:00:00+01:00;7309;Archidona
5063;-6.3494, 147.1646;Papua New Guinea;Landslide;1;0;Rain;Morobe;thenational.com;2007-11-25T09:00:00+01:00;76255;Lae
5064;27.8776, 94.25;India;Landslide;0;0;Downpour;Arun?chal Pradesh;articles.timesofindia.indiatimes.com;2013-06-01T09:00:00+02:00;4157;B?s?r
5065;24.7505, 93.4221;India;Landslide;0;0;Downpour;Assam;;2010-08-27T09:00:00+02:00;12871;Lakhipur
5066;28.9429, 82.3354;Nepal;Landslide;2;3;Continuous_rain;Mid Western;Head Space;2014-08-14T09:00:00+02:00;9073;Jumla
5067;30.0718, 80.2369;India;Landslide;0;0;Downpour;Uttarakhand;www.thehindu.com;2013-07-19T09:00:00+02:00;7331;Dh?rchula
5068;27.5001, 86.8669;Nepal;Landslide;0;0;Rain;Eastern Region;www.ekantipur.com;2013-07-10T09:00:00+02:00;22903;Kh?ndb?ri
5069;31.645, 78.4354;India;Landslide;0;0;Downpour;Himachal Pradesh;;2010-07-07T09:00:00+02:00;0;Diyag
5070;1.3314, 120.925;Indonesia;Landslide;0;0;Downpour;Central Sulawesi;;2008-10-27T08:00:00+01:00;0;Tolitoli
5071;44.0967, -116.0504;United States;Mudslide;0;0;Downpour;Idaho;;2011-01-16T09:00:00+01:00;485;Idaho City
5072;29.356, 81.3098;Philippines;Landslide;3;0;Rain;Far Western;;2007-07-12T09:00:00+02:00;0;Achh?m
5073;30.1719, 80.8576;India;Landslide;0;0;Continuous_rain;Uttarakhand;articles.timesofindia.indiatimes.com;2013-07-04T09:00:00+02:00;5026;Burang
5074;6.968, 80.9486;Sri Lanka;Landslide;0;0;Downpour;Uva;;2011-03-14T08:00:00+01:00;47587;Badulla
5075;10.2878, -84.1807;Costa Rica;Mudslide;0;0;Unknown;Alajuela;Tico Times;2014-08-21T09:00:00+02:00;9853;R??o Segundo
5076;28.3323, 83.7438;Nepal;Landslide;5;0;Rain;Western Region;Kantipuronline.com;2007-08-28T09:00:00+02:00;2860;Chitre
5077;51.417, -116.4484;Canada;Landslide;0;0;Downpour;Alberta;;2008-08-09T09:00:00+02:00;1041;Lake Louise
5078;16.9729, 120.6294;Philippines;Landslide;0;0;Tropical_Cyclone;Ilocos;;2010-09-03T09:00:00+02:00;10943;Suyo
5079;39.4254, -120.0356;United States;Mudslide;0;0;Downpour;Nevada;www.kvue.com;2013-07-25T09:00:00+02:00;1415;Verdi
5080;32.3491, 77.2181;India;Landslide;1;0;Downpour;Himachal Pradesh;;2011-07-15T09:00:00+02:00;8341;Man?li
5081;48.0467, -119.9064;United States;Debris_Flow;0;0;Rain;Washington;Omak-Okanogan County Chronicle;2015-02-09T09:00:00+01:00;2370;Brewster
5082;30.6785, 78.3475;India;Landslide;0;0;Downpour;Uttarakhand;;2010-08-09T09:00:00+02:00;17123;Uttark?shi
5083;16.0667, 120.9167;Philippines;Complex;0;0;Tropical_Cyclone;Cagayan Valley;;2009-09-12T09:00:00+02:00;0;Santa Fe
5084;-22.9229, -43.3057;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;6023699;Rio de Janeiro
5085;47.577, -120.7947;United States;Mudslide;0;0;Downpour;Washington;;2011-06-10T09:00:00+02:00;1965;Leavenworth
5086;35.2995, -87.966;United States;Landslide;0;0;Downpour;Tennessee;;2010-04-25T09:00:00+02:00;2694;Clifton
5087;33.3422, 104.3877;China;Landslide;0;0;Rain;Gansu Sheng;www.arabianbusiness.com;2013-07-16T09:00:00+02:00;0;Boyu
5088;25.5768, 55.652;United Arab Emirates;Landslide;0;0;Rain;Umm al Qaywayn;;2008-01-15T09:00:00+01:00;44411;Umm al Qaywayn
5089;33.3037, 75.1827;India;Landslide;0;0;Snowfall_snowmelt;Kashmir;;2011-02-13T09:00:00+01:00;3278;Banih?l
5090;35.9993, -81.564;United States;Mudslide;1;0;Downpour;North Carolina;;2009-05-17T09:00:00+02:00;18228;Lenoir
5091;33.3216, 75.1984;India;Landslide;0;2;Downpour;Kashmir;www.business-standard.com;2013-08-14T09:00:00+02:00;7317;R?mban
5092;17.75, 121.25;Philippines;Landslide;0;0;Rain;Cordillera Administrative Region;UK Reuters - AlertNet.org;2007-11-25T09:00:00+01:00;2401;Conner
5093;52.9621, -6.3668;Ireland;Rockfall;0;0;Downpour;Leinster;;2010-09-06T09:00:00+02:00;1586;Rathdrum
5094;60.55, 6.5516;Norway;Rockfall;0;0;Unknown;Hordaland;;2008-10-20T09:00:00+02:00;460;Granvin
5095;40.0505, -105.3715;United States;Debris_Flow;0;0;Downpour;Colorado;;2011-07-13T09:00:00+02:00;97385;Boulder
5096;29.1265, 81.2574;Nepal;Landslide;0;0;Downpour;Far Western;;2011-07-02T09:00:00+02:00;0;Achh?m
5097;1.4931, 124.841;Indonesia;Landslide;0;0;Downpour;North Sulawesi;;2008-11-22T09:00:00+01:00;451893;Manado
5098;-41.2951, 174.0073;New Zealand;Mudslide;0;0;Downpour;Marlborough;www.stuff.co.nz;2013-09-25T09:00:00+02:00;3000;Picton
5099;47.539, -122.1458;United States;Landslide;0;0;Downpour;Washington;;2010-12-13T09:00:00+01:00;10380;Newcastle
5100;37.8298, -122.2272;United States;Mudslide;0;0;Rain;California;;2012-04-13T09:00:00+02:00;10667;Piedmont
5101;57.6513, -4.1153;United Kingdom;Landslide;0;0;Downpour;Scotland;;2011-07-15T09:00:00+02:00;3949;Invergordon
5102;-22.2581, -42.5733;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2011-01-12T09:00:00+01:00;153361;Nova Friburgo
5103;41.9738, -91.6056;United States;Mudslide;0;0;Rain;Iowa;CBS2 News;2014-06-29T09:00:00+02:00;126326;Cedar Rapids
5104;37.9958, -122.2363;United States;Landslide;0;0;Downpour;California;;2011-03-24T08:00:00+01:00;8679;Rodeo
5105;33.8256, -116.9762;United States;Landslide;0;0;Rain;California;Press Enterprise;2014-11-21T09:00:00+01:00;44199;San Jacinto
5106;16.3671, 120.6318;Philippines;Landslide;0;0;Tropical_Cyclone;Cordillera Administrative Region;;2010-10-18T09:00:00+02:00;28407;Itogon
5107;44.0222, -91.5929;United States;Mudslide;0;0;Downpour;Minnesota;www.kare11.com;2013-10-05T09:00:00+02:00;27592;Winona
5108;26.1314, 91.7548;India;Landslide;0;0;Rain;Assam;Assam Tribune;2014-09-22T09:00:00+02:00;2000;Dispur
5109;40.9108, -111.8191;United States;Landslide;0;0;Downpour;Utah;;2011-05-22T09:00:00+02:00;15335;Centerville
5110;33.4573, -117.6536;United States;Mudslide;0;0;Downpour;California;;2011-01-11T09:00:00+01:00;33351;Dana Point
5111;31.13, 77.09;India;Landslide;0;0;Rain;Himachal Pradesh;;2008-08-08T09:00:00+02:00;2467;Jutogh
5112;50.2425, -119.3222;Canada;Mudslide;0;0;Unknown;British Columbia;www.vernonmorningstar.com;2013-11-06T09:00:00+01:00;47274;Vernon
5113;44.524, -93.9072;United States;Landslide;0;0;Downpour;Minnesota;Insurance News Net;2014-06-18T09:00:00+02:00;4058;Le Sueur
5114;37.0293, -119.4475;United States;Landslide;2;0;Downpour;California;;2011-03-26T08:00:00+01:00;2369;Auberry
5115;38.5805, -82.6347;United States;Landslide;0;0;Downpour;Ohio;;2010-05-03T09:00:00+02:00;11129;Ironton
5116;34.1813, -117.1709;United States;Landslide;0;0;Downpour;California;;2010-12-22T09:00:00+01:00;4862;Running Springs
5117;10.38, 123.9;Philippines;Landslide;0;0;Downpour;Central Visayas;;2011-08-21T09:00:00+02:00;48638;Consolacion
5118;55.6511, -121.5915;Canada;Mudslide;0;0;Downpour;British Columbia;;2011-06-25T09:00:00+02:00;2587;Chetwynd
