id;geopoint;country;landslide;fatalities;injuries;trigger;admin;sourcename;date;population;near
2778;-7.1283, 107.5614;Indonesia;Landslide;0;0;Downpour;West Java;;2008-10-06T09:00:00+02:00;164952;Banjaran
2779;49.1504, -122.4926;Canada;Landslide;0;0;Rain;British Columbia;;2012-10-31T08:00:00+01:00;93726;Langley
2780;37.7811, -81.942;United States;Mudslide;0;0;Downpour;West Virginia;www.wowktv.com;2013-12-07T09:00:00+01:00;1779;Logan
2781;39.9121, -111.7429;United States;Mudslide;0;0;Downpour;Utah;;2011-05-21T09:00:00+02:00;9128;Santaquin
2782;26.8722, 87.3303;Nepal;Landslide;0;0;Continuous_rain;Eastern Region;www.ekantipur.com;2013-09-06T09:00:00+02:00;108600;Dhar?n B?z?r
2783;44.6356, -123.28;United States;Landslide;0;0;Downpour;Oregon;;2012-01-19T09:00:00+01:00;54462;Corvallis
2784;35.4962, -84.2738;United States;Mudslide;0;0;Downpour;Tennessee;;2010-01-24T09:00:00+01:00;4577;Madisonville
2785;38.0458, -122.7733;United States;Mudslide;0;0;Downpour;California;;2011-03-24T08:00:00+01:00;1819;Lagunitas-Forest Knolls
2786;-36.9516, 174.57;New Zealand;Landslide;0;0;Unknown;Auckland;New Zealand Herald;2013-05-15T09:00:00+02:00;3330;Titirangi
2787;0.3653, 123.2913;Indonesia;Landslide;0;0;Monsoon;Gorontalo;www.brecorder.com;2013-07-26T09:00:00+02:00;0;Bilungala
2788;23.9034, 120.9334;Taiwan;Landslide;0;0;Rain;Taiwan;;2012-05-28T09:00:00+02:00;86406;Buli
2789;-22.9778, -43.2324;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;6023699;Rio de Janeiro
2790;39.8033, -80.7651;United States;Mudslide;0;0;Rain;Ohio;www.wtrf.com;2013-07-25T09:00:00+02:00;1592;Powhatan Point
2791;35.6357, -82.2434;United States;Mudslide;0;0;Rain;North Carolina;www.hickoryrecord.com;2013-05-15T09:00:00+02:00;7848;Black Mountain
2792;44.594, -93.8473;United States;Mudslide;0;0;Downpour;Minnesota;My Fox Twin Cities;2014-06-23T09:00:00+02:00;6661;Belle Plaine
2793;30.2524, 78.9228;India;Landslide;0;0;Downpour;Uttarakhand;www.business-standard.com;2013-06-24T09:00:00+02:00;2571;Rudrapray?g
2794;33.7456, -117.6357;United States;Debris_Flow;0;0;Downpour;California;;2010-12-22T09:00:00+01:00;11698;Foothill Ranch
2795;33.2466, 75.1611;India;Landslide;0;0;Downpour;Kashmir;;2011-03-19T08:00:00+01:00;7317;R?mban
2796;10.7163, -61.4719;Trinidad and Tobago;Landslide;0;0;Downpour;Diego Martin;;2010-08-03T09:00:00+02:00;8140;Petit Valley
2797;34.1481, 77.6538;India;Landslide;11;0;Downpour;Kashmir;;2010-08-06T09:00:00+02:00;37475;Leh
2798;51.9007, 0.0431;United Kingdom;Landslide;0;0;Flooding;England;Herts and Essex Observer;2014-02-07T09:00:00+01:00;1994;Much Hadham
2799;15.2011, 120.741;Philippines;Complex;14;0;Tropical_Cyclone;Central Luzon;;2009-09-26T09:00:00+02:00;2539;Panlinlang
2800;45.5686, -122.7713;United States;Landslide;0;0;Downpour;Oregon;;2010-06-15T09:00:00+02:00;6009;West Haven
2801;10.3503, 125.1094;Philippines;Landslide;0;0;Downpour;Eastern Visayas;;2011-12-26T09:00:00+01:00;0;Libagon
2802;31.0164, 77.0991;India;Landslide;2;3;Mining_digging;Himachal Pradesh;Zee News;2014-10-15T09:00:00+02:00;2467;Jutogh
2803;7.8339, 125.5986;Philippines;Landslide;0;0;Rain;Davao;;2008-01-31T09:00:00+01:00;8235;Gupitan
2804;7.0022, 80.703;Sri Lanka;Debris_Flow;0;0;Tropical_Cyclone;Central;;2010-05-19T09:00:00+02:00;3545;Talawakele
2805;26.8844, 98.8704;China;Mudslide;31;1;Rain;Yunnan;Deccan Chronicle;2014-07-09T09:00:00+02:00;0;Shangpa
2806;31.2077, 77.193;India;Landslide;0;0;Rain;Himachal Pradesh;;2008-06-03T09:00:00+02:00;1630;Seoni
2807;23.1333, 106.4167;China;Mudslide;7;0;Unknown;Guangxi Zhuangzu Zizhiqu;;2008-05-09T09:00:00+02:00;0;Xinjing
2808;11.2027, -60.6372;Trinidad and Tobago;Landslide;0;0;Rain;Eastern Tobago;;2012-12-25T09:00:00+01:00;0;Roxborough
2809;37.4138, 127.5183;South Korea;Landslide;1;0;Downpour;Gyeonggi;;2011-06-29T09:00:00+02:00;83367;Yangp'y?ng
2810;39.9376, -76.4958;United States;Mudslide;0;0;Downpour;Pennsylvania;;2011-06-12T09:00:00+02:00;1319;Windsor
2811;40.7397, -123.0315;United States;Landslide;0;0;Downpour;California;;2010-12-19T09:00:00+01:00;3600;Weaverville
2812;37.6921, -83.0302;United States;Landslide;0;0;Downpour;Kentucky;;2010-05-16T09:00:00+02:00;1883;Salyersville
2813;1.2197, 34.3479;Uganda;Landslide;0;0;Downpour;Eastern Region;Xinhua News;2011-08-29T09:00:00+02:00;0;Bulambuli
2814;25.0645, 121.6057;Taiwan;Landslide;0;0;Freeze_thaw;Taipei;;2011-01-13T09:00:00+01:00;7871900;Taipei
2815;40.5573, -80.707;United States;Landslide;0;0;Rain;Ohio;;2008-03-24T08:00:00+01:00;3541;Wellsville
2816;-7.0678, 112.5827;Indonesia;Landslide;1;0;Rain;East Java;;2008-05-19T09:00:00+02:00;0;Randuboto
2817;-0.7978, 37.07;Kenya;Mudslide;0;0;Downpour;Murang'A;;2010-05-06T09:00:00+02:00;4661;Maragua
2818;39.125, -84.4645;United States;Mudslide;0;0;Continuous_rain;Kentucky;;2012-01-09T09:00:00+01:00;5338;Dayton
2819;38.9102, 16.5877;Italy;Landslide;0;0;Downpour;Calabria;;2011-11-22T09:00:00+01:00;2666;Siano
2820;45.53, -122.7701;United States;Landslide;0;0;Rain;Oregon;;2012-12-20T09:00:00+01:00;6009;West Haven
2821;37.3888, 69.8255;Afghanistan;Landslide;0;0;Unknown;Takh?r;Ariana News;2014-08-05T09:00:00+02:00;0;Ch?h ?b
2822;7.8822, 98.4129;Thailand;Landslide;3;1;Downpour;Phuket;Sciency Thoughts;2014-06-10T09:00:00+02:00;52192;Ban Talat Yai
2823;40.7511, 14.482;Italy;Rock_Fall;0;0;Downpour;Campania;WHDH;2015-02-04T09:00:00+01:00;23902;Pompei
2824;49.2966, -123.1357;Canada;Landslide;0;0;Rain;British Columbia;Skyscraper;2007-03-28T09:00:00+02:00;44560;West End
2825;27.074, 88.4778;India;Landslide;1;0;Downpour;Bengal;;2009-08-16T09:00:00+02:00;43000;K?limpang
2826;25.6623, 94.1072;India;Landslide;0;0;Downpour;N?g?land;;2010-10-10T09:00:00+02:00;92113;Kohima
2827;12.0138, 124.8172;Phillipines;Landslide;0;0;Rain;Eastern Visayas;GMA News;2014-07-27T09:00:00+02:00;3982;Gandara
2828;34.1625, -118.6002;United States;Mudslide;0;0;Downpour;California;;2011-03-20T08:00:00+01:00;70000;Woodland Hills
2829;35.6216, -87.0355;United States;Mudslide;0;0;Rain;Tennessee;;2011-08-08T09:00:00+02:00;34681;Columbia
2830;46.9494, 128.8603;China;Landslide;6;0;Flooding;Heilongjiang Sheng;english.peopledaily.com.cn;2013-08-13T09:00:00+02:00;57318;Langxiang
2831;16.5121, 80.6296;India;Landslide;4;0;Tropical_Cyclone;Andhra Pradesh;;2010-05-20T09:00:00+02:00;874587;Vijayaw?da
2832;-7.3411, 107.9547;Indonesia;Landslide;0;0;Downpour;West Java;;2010-02-01T09:00:00+01:00;0;Citeguh
2833;37.8559, -122.4944;United States;Mudslide;0;0;Downpour;California;;2010-01-18T09:00:00+01:00;7061;Sausalito
2834;-19.9167, -43.9333;Brazil;Mudslide;7;0;Downpour;Minas Gerais;;2008-12-16T09:00:00+01:00;2373224;Belo Horizonte
2835;-22.8776, -43.0978;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;456456;Niter??i
2836;48.5473, -120.7645;United States;Debris_Flow;0;0;Downpour;Washington;nwpr.org;2013-08-10T09:00:00+02:00;1347;Darrington
2837;21.0, 99.0;Myanmar (Burma);Landslide;2;0;Downpour;Shan;The Myanmar Times;2011-06-18T09:00:00+02:00;27520;Mae Sai
2838;36.5419, 109.4662;China;Landslide;19;2;Construction;Shaanxi;china.org.cn;2014-10-10T09:00:00+02:00;0;Bao?an
2839;28.8254, 96.1517;India;Landslide;0;0;Downpour;Arunachal Pradesh;;2012-06-02T09:00:00+02:00;0;Motuo
2840;50.146, -116.9567;Canada;Mudslide;0;0;Downpour;British Columbia;www.nelsonstar.com;2013-06-19T09:00:00+02:00;1706;Nakusp
2841;35.9672, 109.0559;China;Mudslide;4;0;Downpour;Gansu Sheng;www.shanghaidaily.com;2013-07-22T09:00:00+02:00;0;Shanhe
2842;29.7415, 81.2467;Nepal;Mudslide;5;0;Downpour;Far Western;;2010-12-30T09:00:00+01:00;23416;Dipayal
2843;-16.6872, 178.7081;Fiji;Landslide;0;0;Downpour;Northern;;2012-04-01T09:00:00+02:00;27949;Lambasa
2844;-34.0746, 18.3653;South Africa;Rockfall;0;0;Downpour;Western Cape;www.timeslive.co.za;2013-08-28T09:00:00+02:00;6922;Constantia
2845;10.3128, 125.1159;Philippines;Landslide;3;0;Downpour;Eastern Visayas;;2011-01-02T09:00:00+01:00;0;Libagon
2846;53.4128, -1.7936;United Kingdom;Landslide;0;0;Downpour;England;;2010-07-15T09:00:00+02:00;92600;High Peak
2847;47.3848, -122.4801;United States;Mudslide;0;0;Downpour;Washington;;2010-10-10T09:00:00+02:00;5138;Maplewood
2848;36.723, 137.79;Japan;Landslide;2;0;Unknown;Nagano;;2008-08-19T09:00:00+02:00;9246;Hakuba
2849;-41.3913, 173.1976;New Zealand;Landslide;0;0;Downpour;Tasman;;2011-05-26T09:00:00+02:00;14000;Richmond
2850;7.0932, 125.5583;Philippines;Landslide;0;0;Rain;Davao;;2008-01-14T09:00:00+01:00;1212504;Davao
2851;36.4461, -92.4623;United States;Landslide;0;0;Downpour;Arkansas;;2011-04-25T09:00:00+02:00;1084;Midway
2852;25.0967, 102.695;China;Complex;4;0;Downpour;Yunnan;;2008-11-01T08:00:00+01:00;1023674;Kunming
2853;45.331, -122.5437;United States;Landslide;0;0;Downpour;Oregon;;2011-03-10T09:00:00+01:00;4485;Beavercreek
2854;-41.2614, 174.7133;New Zealand;Landslide;0;0;Downpour;Wellington;livenews.co.nz;2013-07-14T09:00:00+02:00;3642;Kelburn
2855;7.3908, 125.9049;Philippines;Complex;9;0;Rain;Davao;balita.ph;2007-09-20T09:00:00+02:00;2661;Dumlan
2856;38.7745, -120.7897;United States;Mudslide;0;0;Downpour;California;;2011-03-07T09:00:00+01:00;10389;Placerville
2857;44.6811, -124.0538;United States;Landslide;0;0;Downpour;Oregon;;2011-01-16T09:00:00+01:00;9989;Newport
2858;19.43, -72.648;Haiti;Mudslide;26;0;Tropical_Cyclone;Artibonite;;2008-09-03T09:00:00+02:00;84961;Gona??ves
2859;9.5497, 122.8812;Philippines;Landslide;0;0;Downpour;Central Visayas;;2011-01-16T09:00:00+01:00;5390;Tabuan
2860;1.68, -76.97;Colombia;Landslide;13;0;Downpour;Nari??o;;2010-12-23T09:00:00+01:00;6522;San Pablo
2861;49.3835, -121.3724;Canada;Landslide;0;0;Unknown;British Columbia;;2012-01-17T09:00:00+01:00;4598;Hope
2862;54.2076, -4.4653;United Kingdom;Landslide;0;0;Downpour;;;2012-06-16T09:00:00+02:00;1768;Laxey
2863;17.1246, 121.3148;Philippines;Landslide;0;0;Tropical_Cyclone;Cordillera Administrative Region;;2009-10-08T09:00:00+02:00;0;Natonin
2864;10.182, 123.6703;Philippines;Landslide;0;0;Downpour;Central Visayas;;2010-12-10T09:00:00+01:00;23706;San Fernando
2865;1.0053, 34.4011;Uganda;Complex;388;0;Downpour;Eastern Region;;2010-03-01T09:00:00+01:00;0;Manafwa
2866;39.1369, -84.7904;United States;Landslide;0;0;Downpour;Ohio;;2011-04-25T09:00:00+02:00;3234;Cleves
2867;-27.5659, 151.9979;Australia;Mudslide;0;0;Downpour;Queensland;;2010-03-01T09:00:00+01:00;131258;Toowoomba
2868;16.9664, 43.7955;Yemen;Landslide;6;0;Downpour;Mu????faz??at ?a?dah;;2012-08-10T09:00:00+02:00;51870;Sa'dah
2869;47.54, -122.1;United States;Complex;0;0;Downpour;Washington;;2008-07-03T09:00:00+02:00;33929;West Lake Sammamish
2870;-6.8026, 106.5218;Indonesia;Mudslide;2;0;Rain;Banten;;2012-12-11T09:00:00+01:00;0;Kubang
2871;39.2089, -106.9909;United States;Mudslide;0;0;Downpour;Colorado;;2010-08-19T09:00:00+02:00;2826;Snowmass Village
2872;-22.8852, -43.0631;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;456456;Niter??i
2873;39.1267, -84.5319;United States;Landslide;0;0;Rain;Kentucky;www.wlwt.com;2013-05-07T09:00:00+02:00;4407;Ludlow
2874;41.8368, 12.6528;Italy;Landslide;0;0;Downpour;Latium;www.globalpost.com;2013-12-02T09:00:00+01:00;20036;Frascati
2875;37.5789, -122.5168;United States;Mudslide;0;0;Rain;California;NBC11.com;2007-10-12T09:00:00+02:00;2909;Montara
2876;16.95, 122.03;Philippines;Landslide;1;0;Downpour;Cagayan Valley;;2010-11-04T08:00:00+01:00;12441;San Mariano
2877;9.7268, 76.8081;India;Landslide;0;0;Downpour;Kerala;;2012-08-17T09:00:00+02:00;33408;Er?ttupetta
2878;31.0655, 77.1325;India;Landslide;0;0;Downpour;Himachal Pradesh;;2010-07-31T09:00:00+02:00;2467;Jutogh
2879;-22.7483, -43.4887;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;1002118;Nova Igua??u
2880;18.9774, 72.8102;India;Landslide;1;3;Downpour;Maharashtra;Times of India;2011-08-29T09:00:00+02:00;12691836;Mumbai
2881;15.5163, -88.9286;Guatemala;Landslide;0;0;Tropical_Cyclone;Izabal;United Nations Development Programme - Relief Web;2007-08-21T09:00:00+02:00;18994;Morales
2882;39.2751, -111.1903;United States;Debris_Flow;0;0;Downpour;Utah;www.ksl.com;2013-09-11T09:00:00+02:00;1470;Orangeville
2883;44.1009, -71.6322;United States;Landslide;1;0;Tropical_Cyclone;New Hampshire;;2012-10-30T08:00:00+01:00;1213;Woodstock
2884;1.9345, 99.5577;Indonesia;Landslide;5;0;Continuous_rain;North Sumatra;World Bulletin;2014-11-22T09:00:00+01:00;0;Sipiongot
2885;45.5844, -122.1947;United States;Rockfall;0;0;Downpour;Washington;;2011-01-16T09:00:00+01:00;14095;Washougal
2886;34.1093, 73.9067;Pakistan;Landslide;0;0;Rain;Azad Kashmir;Kashmir Life;2014-09-05T09:00:00+02:00;6755;Uri
2887;38.9632, -82.7353;United States;Mudslide;0;0;Downpour;Ohio;;2010-03-14T09:00:00+01:00;6397;Jackson
2888;10.0011, 76.7416;India;Landslide;6;0;Downpour;Kerala;;2012-08-17T09:00:00+02:00;37543;Kotamangalam
2889;6.9315, 81.1752;Sri Lanka;Landslide;0;0;Continuous_rain;Uva;;2011-02-11T09:00:00+01:00;47587;Badulla
2890;35.8562, 74.5101;Pakistan;Landslide;0;0;Rain;Gilgit-Baltistan;tribune.com.pk;2013-05-26T09:00:00+02:00;10414;Gilgit
2891;-30.05, 30.8833;South Africa;Landslide;0;0;Downpour;KwaZulu-Natal;;2012-09-06T09:00:00+02:00;20410;Umkomaas
2892;-1.5253, 29.2908;Democratic Republic of Congo;Mudslide;54;0;Downpour;Nord Kivu;;2010-05-16T09:00:00+02:00;144124;Goma
2893;3.9433, 103.2131;Malaysia;Landslide;3;0;Mining_digging;Pahang;astro AWANI;2014-09-08T09:00:00+02:00;366229;Kuantan
2894;26.8016, 88.0499;Nepal;Landslide;11;0;Downpour;Eastern Region;;2012-10-01T09:00:00+02:00;10109;Mirik
2895;33.3551, 74.5128;India;Landslide;3;0;Continuous_rain;Kashmir;Big News Network;2014-09-06T09:00:00+02:00;27792;R?jauri
2896;25.38, 91.88;India;Landslide;0;0;Rain;Megh?laya;thestatesman.net;2007-07-26T09:00:00+02:00;11090;Cherrapunji
2897;18.234, 73.4519;India;Landslide;0;0;Rain;Maharashtra;;2011-09-05T09:00:00+02:00;26665;Mah?d
2898;32.2667, 130.9333;Japan;Landslide;1;0;Downpour;Kumamoto;;2008-06-22T09:00:00+02:00;38006;Hitoyoshi
2899;-0.4814, 37.1285;Kenya;Landslide;0;0;Downpour;Kirinyaga;;2010-05-10T09:00:00+02:00;15287;Keruguya
2900;-35.3258, 173.6835;New Zealand;Landslide;0;0;Tropical_Cyclone;Northland;;2011-01-29T09:00:00+01:00;2799;Waimate North
2901;34.18, 77.58;India;Landslide;13;0;Rain;Kashmir;India times.com;2007-12-16T09:00:00+01:00;37475;Leh
2902;21.4758, 101.5675;China;Debris_Flow;0;0;Downpour;Yunnan;;2011-07-01T09:00:00+02:00;0;Mengla
2903;4.8903, 101.9787;Malaysia;Mudslide;0;0;Downpour;Kelantan;;2010-11-12T09:00:00+01:00;19731;Gua Musang
2904;50.3763, -4.4927;United Kingdom;Landslide;0;0;other;England;West Briton;2014-02-04T09:00:00+01:00;0;Duloe
2905;21.9304, -159.5036;United States;Complex;0;0;Downpour;Hawaii;;2012-02-26T09:00:00+01:00;2363;L?wa?i
2906;22.4827, 111.3604;China;Landslide;0;0;Tropical_Cyclone;Guangdong;;2010-09-21T09:00:00+02:00;0;Pingtang
2907;22.2129, -159.4167;United States;Landslide;0;0;Downpour;Hawaii;;2009-11-14T09:00:00+01:00;2803;K??lauea
2908;-3.1946, -52.2093;Brazil;Mudslide;19;0;Rain;Par??;;2009-05-06T09:00:00+02:00;70888;Altamira
2909;-7.972, 112.6278;Indonesia;Landslide;0;0;Rain;East Java;;2008-01-06T09:00:00+01:00;746716;Malang
2910;5.0657, -75.5082;Colombia;Landslide;0;0;Downpour;Caldas;;2011-04-13T09:00:00+02:00;357814;Manizales
2911;39.3194, -76.6163;United States;Landslide;0;0;Downpour;Maryland;The Washington Post;2014-04-30T09:00:00+02:00;620961;Baltimore
2912;46.866, -122.3402;United States;Landslide;0;0;Downpour;Washington;;2011-02-28T09:00:00+01:00;2758;Eatonville
2913;37.8107, -83.8069;United States;Mudslide;0;0;Rain;Kentucky;;2011-06-22T09:00:00+02:00;2733;Stanton
2914;10.3622, 123.8639;Philippines;Landslide;0;0;Rain;Central Visayas;;2011-07-20T09:00:00+02:00;798634;Cebu City
2915;40.08, -111.59;United States;Mudslide;0;0;Downpour;Utah;;2008-08-07T09:00:00+02:00;7979;Mapleton
2916;33.3645, 75.1999;India;Landslide;0;0;Downpour;Kashmir;;2011-03-19T08:00:00+01:00;3278;Banih?l
2917;33.3645, 75.1999;India;Landslide;0;0;Downpour;Kashmir;;2011-04-17T09:00:00+02:00;3278;Banih?l
2918;3.19, 101.699;Malaysia;Landslide;1;0;Flooding;Kuala Lumpur;;2008-10-07T09:00:00+02:00;1453975;Kuala Lumpur
2919;-22.9577, -43.1992;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;6023699;Rio de Janeiro
2920;-22.9593, -43.206;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;6023699;Rio de Janeiro
2921;51.0199, 0.3638;United Kingdom;Landslide;0;0;unknown;England;ITV Meridian;2014-02-10T09:00:00+01:00;3768;Wadhurst
2922;17.58, 120.7744;Philippines;Landslide;0;0;Tropical_Cyclone;Cordillera Administrative Region;;2008-07-27T09:00:00+02:00;0;Lagangilang
2923;35.4437, -82.2585;United States;Mudslide;0;0;Tropical_Cyclone;North Carolina;;2008-08-28T09:00:00+02:00;1192;Lake Lure
2924;38.689, -85.2388;United States;Landslide;0;0;Rain;Kentucky;Madison Courier;2014-04-04T09:00:00+02:00;3938;Carrollton
2925;-37.9673, 177.0457;New Zealand;Landslide;1;0;Downpour;Bay of Plenty;;2011-06-18T09:00:00+02:00;18602;Whakatane
2926;37.0971, -121.9908;United States;Mudslide;0;0;Downpour;California;;2011-03-24T08:00:00+01:00;11580;Scotts Valley
2927;35.1649, 102.4839;China;Mudslide;0;0;Rain;Gansu Sheng;;2008-08-22T09:00:00+02:00;0;Labrang
2928;29.9418, 107.3902;China;Landslide;0;0;Downpour;Chongqing Shi;;2010-07-05T09:00:00+02:00;0;Yunji
2929;25.8509, 97.4381;Burma;Landslide;6;4;Construction;Kachin;DVB;2014-03-20T08:00:00+01:00;90894;Myitkyina
2930;28.1038, 85.0548;Nepal;Landslide;1;0;Unknown;Central Region;;2012-03-01T09:00:00+01:00;1442271;Kathmandu
2931;31.0304, 103.1831;China;Mudslide;0;0;Continuous_rain;Sichuan;Shanghai Daily;2014-06-25T09:00:00+02:00;0;Guankou
2932;28.05, 84.95;Nepal;Landslide;5;0;Downpour;Central Region;;2010-07-04T09:00:00+02:00;44632;Kirtipur
2933;5.1894, 102.6857;Malaysia;Landslide;0;0;Unknown;Terengganu;New Straits Times;2014-12-19T09:00:00+01:00;285065;Kuala Terengganu
2934;22.6461, 97.3193;Myanmar (Burma);Landslide;0;0;Downpour;Shan;;2010-10-06T09:00:00+02:00;131016;Lashio
2935;31.5699, 78.2844;India;Landslide;0;0;Downpour;Himachal Pradesh;;2010-09-20T09:00:00+02:00;1495;Sar?han
2936;21.7684, 92.3783;Bangladesh;Landslide;36;0;Downpour;Chittagong;;2012-06-24T09:00:00+02:00;52005;S?tkania
2937;29.4469, 81.4867;Nepal;Landslide;7;0;Downpour;Far Western;;2010-08-10T09:00:00+02:00;0;Achh?m
2938;11.0029, -73.7733;Colombia;Mudslide;0;0;Downpour;Magdalena;;2010-07-30T09:00:00+02:00;88311;Ci??naga
2939;27.9604, 84.2231;Nepal;Landslide;0;0;Downpour;Western Region;;2011-08-14T09:00:00+02:00;0;Lamjung
2940;25.38, 104.1369;China;Landslide;6;4;Downpour;Yunnan;usa.chinadaily.com.cn;2013-07-02T09:00:00+02:00;0;Zhong?an
2941;34.5382, 74.2493;India;Landslide;0;0;Downpour;Kashmir;Outlook News;2014-08-17T09:00:00+02:00;0;Athmuqam
2942;21.6252, 108.3472;China;Landslide;3;0;Downpour;;;2010-05-20T09:00:00+02:00;72960;M??ng C??i
2943;28.0889, 85.6352;Nepal;Landslide;1;0;Rain;Central Region;;2011-07-21T09:00:00+02:00;0;Chongdui
2944;39.3602, 114.6943;China;Mudslide;0;0;Rain;Hebei;ECNS;2014-07-15T09:00:00+02:00;0;Yangjiao
2945;-16.7324, 179.3997;Fiji;Complex;0;0;Downpour;Northern;;2010-11-26T09:00:00+01:00;27949;Lambasa
2946;28.1171, 83.2497;Nepal;Landslide;0;0;Downpour;Mid Western;;2010-08-27T09:00:00+02:00;0;Py??th?n
2947;24.3527, 94.3429;India;Landslide;0;0;Downpour;Manipur;;2011-07-22T09:00:00+02:00;7528;W?ngjing
2948;21.1899, 92.1571;Bangladesh;Landslide;4;0;Downpour;Chittagong;;2010-06-15T09:00:00+02:00;253788;Cox?s B?z?r
2949;31.747, 35.5915;Jordan;Landslide;13;0;Rain;Balqa;Khleej times.com;2007-04-15T09:00:00+02:00;19783;Jericho
2950;-7.2986, 110.1775;Indonesia;Landslide;0;0;Downpour;Central Java;The Jakarta Post;2014-02-04T09:00:00+01:00;111461;Magelang
2951;47.6941, -115.9317;United States;Landslide;0;0;Downpour;Idaho;;2011-11-23T09:00:00+01:00;1555;Osburn
2952;3.8844, -72.9175;Colombia;Landslide;0;0;Downpour;Meta;;2010-05-23T09:00:00+02:00;16678;Puerto L??pez
2953;15.58, -90.85;Guatemala;Landslide;1;0;Downpour;Quich??;;2010-09-04T09:00:00+02:00;2090;Chicam??n
2954;29.7, 67.3833;Pakistan;Landslide;6;0;Rain;Balochist?n;;2008-02-03T09:00:00+01:00;16930;Mach
2955;-8.1062, 115.2126;Indonesia;Landslide;2;0;Downpour;Bali;The Jakarta Post;2014-01-23T09:00:00+01:00;0;Banjar Kajanan
2956;16.7221, 121.0046;Philippines;Landslide;0;0;Downpour;Cordillera Administrative Region;;2011-05-25T09:00:00+02:00;0;Kiangan
2957;12.8446, 75.2476;India;Landslide;4;7;Rain;Karnataka;www.business-standard.com;2013-06-18T09:00:00+02:00;53331;Putt??r
2958;46.9085, -120.5001;United States;Mudslide;0;0;Downpour;Washington;;2012-07-17T09:00:00+02:00;1381;Kittitas
2959;-6.9373, 107.474;Indonesia;Landslide;0;0;Rain;West Java;www.nst.com.my;2013-03-25T08:00:00+01:00;493698;Cimahi
2960;35.91, -81.41;United States;Rockfall;0;0;Downpour;North Carolina;;2009-06-19T09:00:00+02:00;3776;Hudson
2961;15.2891, 108.6088;Vietnam;Landslide;0;0;Downpour;Qu???ng Ng??i;;2010-11-11T09:00:00+01:00;0;Tr?? B??ng
2962;-6.681, 106.9064;Indonesia;Landslide;6;0;Rain;West Java;;2013-01-15T09:00:00+01:00;91845;Caringin
2963;3.185, 101.7673;Malaysia;Complex;0;0;Rain;Kuala Lumpur;;2008-04-23T09:00:00+02:00;1453975;Kuala Lumpur
2964;-18.0903, 178.3623;Fiji;Mudslide;0;0;Rain;Central;;2008-05-20T09:00:00+02:00;77366;Suva
2965;-7.8291, 112.453;Indonesia;Landslide;0;0;Downpour;East Java;AntaraNews.com;2014-01-31T09:00:00+01:00;75631;Batu
2966;9.3059, 125.8571;Philippines;Landslide;5;0;Downpour;Caraga;;2011-02-03T09:00:00+01:00;2103;Panikian
2967;32.8468, 75.137;India;Landslide;5;0;Rain;Kashmir;Deccan Chronicle;2014-09-06T09:00:00+02:00;80447;Udhampur
2968;34.2437, -117.6561;United States;Debris_Flow;0;0;Rain;California;LA Times;2014-08-03T09:00:00+02:00;3371;San Antonio Heights
2969;37.5495, -83.4892;United States;Landslide;0;0;Downpour;Kentucky;Source: Matthew Crawford (KGS);2009-05-08T09:00:00+02:00;2231;Jackson
2970;18.5554, 105.663;Vietnam;Landslide;0;0;Downpour;H?? T??nh;;2010-10-04T09:00:00+02:00;0;????c Th??
2971;10.4089, -61.3723;Trinidad and Tobago;Mudslide;0;0;Downpour;Couva-Tabaquite-Talparo;;2011-12-02T09:00:00+01:00;3314;Tabaquite
2972;26.6597, 106.7157;China;Landslide;3;0;Rain;Guizhou Sheng;;2012-06-10T09:00:00+02:00;1171633;Guiyang
